complaints,Product,Company,target
Purchased hotel room from XXXX. XXXX has ceased operations and there is no way to get in contact with them. I sent cancellation email XX/XX/XXXX for hotel room before the cancellation period ended. XXXX intentionally did not respond back to me until a week later when my cancellation period was over. XXXX has no number and does not respond to emails. Citibank requires i show proof of cancellation but XXXX never responded back to my cancellation email before XX/XX/XXXX. XXXX never paid the hotel and the hotel itself does not have my money. XXXX kept my money and decided to cease operations. Citibank closed my dispute and it stating to contact XXXX for a refund. How will I be able to contact a company that has ceased operations and has scammed thousands of people for money. There was no way to cancel the hotel room for XXXX from a website and their phone number no one ever picked up and now their contact information is useless as they have ceased operations. This is fraud. The company is a fraud and citibank is allowing this to happen. I tried cancelling my booking before XX/XX/XXXX and no one ever responded until after the cancellation period ended. XXXX are scam artists and now I need to pay back something for which I never received nor ever used. The hotels have even confirmed never receiving money and cancelling hotel rooms due to Covid19. How can I get a confirmation email if they never offered online cancellation through a website or ever respond back to my email. THIS COMPANY CEASED OPERATIONS. WHAT PART OF THEY CEASED OPERATIONS DO YOU NOT UNDERSTAND CITIBANK. THANKS FOR THROWING A CUSTOMER OUT THE WINDOW AND ALLOWING ANOTHER COMPANY TO COMPLETELY SCAM ME AND SO MANY OTHER PEOPLE.,Credit card or prepaid card,"CITIBANK, N.A.",1
"Had a Walmar'st credit card and AutoPay setup with XXXX XXXX  . Walmart 's moved to Capital One as the new credit card service around the end of XX/XX/XXXX and I only received notification a few days before my credit card account was transferred to Capital One. I contact Capital One credit card service and Walmart 's Customer Service Department and got no help in trying to resolve my credit card debit of {$430.00} in promotional purchases. Capital One was trying to make me pay {$590.00} that was paid off with XXXX XXXX. I explained to Capital One Rep 's I only used my Walmart credit card for promotional purchases only and never made any regular payments Bottom line, I made several attempts over the phone to make a payment of {$430.00} BUT Each Time Capital One would not accept the payment. In addition, Capital One did not have record of all my credit card statements under XXXX XXXX  who failed to notify me of any debt owed prior to the transfer of my credit card account to Capital One. Capital One only held credit card statements for parts of XXXX and XXXX. Capital One is still charging me past due interest fees for an account that has been closed and not trying to resolve the matter that wasn't created by the customer ( me ).",Debt collection,CAPITAL ONE FINANCIAL CORPORATION,0
"In XX/XX/XXXX I my mother ( XXXX XXXX ) purchased a vehicle for me. The finance company was Tidewater XXXX XXXX based in XXXX XXXX VA. The loans was for 60 months in term and XXXX monthly. So I had been using my debit card to pay every month. I started to run into financial difficulties in XXXX and then finally filed for bankruptcy in XX/XX/XXXX. 

There was a "" stay '' that was in place to protect me for 90 days until the debts are discharged. Throughout the period from the time I filed on XX/XX/XXXX, I received several calls from Tidewater XXXX XXXX. I had two calls from them on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XXXX XX/XX/XXXX. They left messages on my voicemail demanding payment on every occasion. They also sent me a letter "" Congratulating me on my Fresh Start with my bankruptcy ''. They also offered me {$15000.00} to purchase a new vehicle. They knew I filed bankruptcy. 

They finally came to repossess the vehicle on XX/XX/XXXX. I called them on the date of this complaint and they did could not give me information because I was not the owner of the loan is what they stated. So I asked them to return the payments that I had paid. They didn't say anything. So I notified that I would be filing the report. They violated the bankruptcy stay order.",Vehicle loan or lease,"TIDEWATER FINANCE COMPANY, INC.",5
we DO NOT want you to send this correspondence to the company that we are complaining about -- Champion/ Nationstar Reverse Mortgage. We do believe we are due damages. Champion/ Nationstar -- erroneous began foreclosure procedures on our  property several times. They also added erroneous and extraneous fees to our bill. We would like to know how we can become a part of the class action lawsuit and take additional options. Please reach us at XXXX XXXX,Mortgage,NATIONSTAR MORTGAGE,2
"On or about XX/XX/2019 my monthly payment was dropped of at a Bank of America location in XXXX, TX. On XX/XX/2019 the check cleared my bank - it was cashed by Bank of America successfully. My payment slip accompanied the check and my Bank of America account number was written on the check. 

However, Bank of America did not apply the payment to my account. Further they charged me a late fee. Within one weeks time they then reduced my credit limit by ~ {$20000.00}. AND THEY HAVE MY MONEY. 

I have provided my checking account and routing number to BoA so they can prove to themselves that they have my money ( on time ). However, I have heard nothing from them for a few weeks now and received no further correspondence. Are they really working to prove they have my money? 

In the meantime they want a late fee and a double payment. Bank of America sucks.",Credit card or prepaid card,"BANK OF AMERICA, NATIONAL ASSOCIATION",1
"I paid my mortgage via online through Citi bank at XXXX XXXX  and while trying to finalize the payment during the last step a red pop up came up and stated error please try again later. Then at XXXX XXXX  I logged back on and made the payment and it allowed me to complete the last step and pay the mortgage. But when I looked at my account it had two debits for both payments pending. I tried to stop it online but was I unsuccessful. I called Citibank and after a ridiculous 20 minute wait and vetting process finally spoke to a representative who informed me that they could not help me and transferred me to another representative who told me to call XXXX. XXXX is the company who services my loan. XXXX   representative tells me that they cant refund me and j would have to go through Citi mortgage and they gave me the number. I then called Citi mortgage and they told me to call XXXX, so I asked to be transferred to a supervisor who then Gave me more of a runaround and absolute nonsense. How can I not get a refund on my money from my bank when clearly a glitch in their system cause this issue. All I want is my money back from the double payment. Please help because they wont",Mortgage,"CITIBANK, N.A.",2
"In XXXX of this year, I called Fay Servicing to make arrangements to catch up on payments that we had fell behind on, I didn't get the name of the man I spoke with but I had my phone on speaker and my granddaughter  was with me. I ask if it would be possible for us to pay {$300.00} twice a month for the remainder of the year 2020, that should catch us up completely, I was told that it would be fine for us to do that beginning in XXXX. In feburary we paid two payments of XXXX $ and the first of XXXX a payment of XXXX XXXX The middle of XXXX we received two envelopes with the checks dated XX/XX/XXXX and XX/XX/XXXX, along with form letters, the letters were marked, that because our loan was in preforeclosure or forecloser that they could no accept a payment lower that the full amount. I thought they were returning the payments but when I spoke with the bank they assured me they were cancelled checks and the money was withdrawn for our account, I tried numerous times to call the number given but all I get is a recording stating that they are receiving a large volume of calls and hold times could be long, after about 2 for 3 minutes I get the option of leaving a voicemail or contacting them at their email address for customer support. I have left 2 fo 3 messages and a couple of emails trying to find out where the {$900.00} is I sent. After not being able to contact them I decided to continue to send the payments and sent another {$600.00}. I received a certified letter from a law office stating they were attempting to collect a debt to XXXX for the amount of our loan but it did not mention Fay Servicing so I assumed that is a scam. I then received a statement showing the last money received from us was the payment in XXXX of this year, there is no credit for the {$1500.00} that we have sent since XXXX. I can't get any returned call or returned email from them Im sending you pictures of the letters and returned checks and the last statement received. My husband is ill and I don't know what else to do but ask for help handeling this.",Mortgage,"Fay Servicing, LLC",2
"I Received a phone call first from a representative saying that he was calling me for a negative balance with XXXX XXXX. I couldn't believe it there was no way I had a negative balance with them. I asked him to send me all the paperwork showing that I owed this. I haven't received it. On XX/XX/2019 I received an alert from my XXXX, XXXX and XXXX credit reports saying a new collection account was added to my credit report. The collection account was from RA Rogers Collection. No this is not right this is not mine. I have attached a police report and FTC Affidavit and I have furnished this via USPS to RA Rogers and all three credit reports. Remove this close this account and leave my be.",Debt collection,"R.A.Rogers, Inc.",0
"XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX, Michigan XXXX Re : XXXX XXXX Account : XXXX Vehicle : XXXX XXXX XXXX XXXX XXXX : XXXX Date : XX/XX/XXXX Notice of Deficiency After carefully reviewing the notice in the amount of XXXX as of XX/XX/XXXX. The amount received from disposition of the vehicle was XXXX ; and the remaining is XXXX per your documentation. After credits of XXXX per gap insurance, the remaining the company stating, Im responsible for is XXXX. 
As a consumer, Im exercising my rights under the 1977 Fair Credit Report Act. I  hereby, requesting the accuracy of reporting. 
1. The bill of sale between XXXX XXXX and XXXX XXXX of XXXX. 
2. How the amount was calculated expenses incurred in retaking a vehicle on a closed account? Documentation received 3. The amount generated of the amount of credit to my account. Included any payments received since date in item 1 above other credit to which is entitled, including rebates on a XXXX XXXX or credit service charges or ancillary products such as a Gap contract of XX/XX/XXXXRequesting Bill of sale and not payments on company letterhead 4. Do your company have a license to practice in Pennsylvania? if so, please provide the number. Requested number not included in documentation I was sold a vehicle with five major recalls According to XXXX. since XXXX vehicles XXXX vehicles XX/XX/XXXX, XXXX vehicles XXXX XXXX vehicles XXXX XXXX vehicles were at risk. 
Consequences : An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death. During my point of sale none of above following recalls were expressed/nor XXXX made contact. Myself and my love ones were at risk. Under the FCRA your company has a total of 30 days to provide information requested or remove items published from all major credit bureaus. 

Nothing regarding recalls were included in package. Company continues to send same package of information from recent complaints. Understanding vehicle was repossessed by XXXX XXXX in the State of Pennsylvania on or about XX/XX/XXXX and resold on XX/XX/XXXX. Under the laws of Pennsylvania UCC 9-405 TAKEN FOR VALUE UCC 3-303 UCC 1-201, ( 25 ), ( 27 ), ( 35 ) NOTICE, LAWFUL U.S. FUNDS IN ACCORDANCE WITH PUBLIC POLICY, HJR-192 OF 6/15/1933, UCC 1-104, 10-104, 1-207 and PA RISA and MVISA statues a deficiency can not be claimed unless all of the required notices were properly and timely given. The allowable redemption and cure time limits were adhered to. Please provide copies of the legal notices and prof of the commercially reasonable manner of the resale of the subject vehicle. I have previously demanded that your company validate the above-listed item. You have failed to do so. Please take notice that your inaction is detrimental to me and is in violation of various laws, including, but not limited to, the Consumer Credit Protection Act ( CCPA ), the Fair Credit Reporting Act ( FCRA ), and the Fair Debt Collection Practices Act ( FDCPA ). 

As you are aware, your firm knew or should have known that the actions taken against me and the information collected about me was inappropriate and damaging to me. Your inaction makes it apparent that you have failed to use reasonable care regarding this matter and you have failed to use even minimal procedures to ensure that I was not harmed by your dissemination of information that is inaccurate or which can not be validated. Specifically, you have communicated and are continuing to communicate incorrect and defamatory information to third parties, including, but not limited to, XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. 

As a result of these blatantly reckless, wanton, and intentional acts, I have suffered and continue to suffer general and specific damages. Please accept this letter as my demand for the immediate and complete removal of this tradeline from my credit reports (XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX ).

In response you have only sent a computer-generated print-out of the total amount you claim is due, which may not be accurate. Furthermore, you have failed to provide an executed credit contract proving liability of this debtor on the amount claimed. 
If no such proof is provided within 14 days of receipt of this notice, the alleged claim of a deficiency considered null and void, and any continued collection of activities or continued reporting of this invalid claim on my credit reports will be considered a violation of the FDCPA and FCRA. 
In addition, if you singularly or severally fail to comply with the above requests, I reserve the right to seek damages against all parties, under all available State and Federal statutes and UCC 9 remedies This is unsatisfactory as proof that I owe the debt ( please see Fields v. Wilber Law Firm, XXXX XXXX XXXX and XXXX XXXX, USCA-02-C-0072, 7th Circuit Court, Sept 2004. ), and is hereby rejected as a validation of the debt. You have not complied with my right to have the debt validated",Debt collection,LEXISNEXIS,0
"I have NEVER given this company consent to my private personal information which is identity theft. This company does that have a contract signed by me for services with this company. Per FDCPA 1692c Sec 802, this company asking me to pay an alleged debt they are no party of is FRAUD.",Debt collection,"HCFS Health Care Financial Services, Inc.",0
"The following pertains to a 9-mo Wells Fargo CD for roughly {$100000.00}. 
XXXX - The CD matured. 
XX/XX/XXXX - I called Customer Service, who agreed to roll the funds into my Savings account. 
XX/XX/XXXX - I called back to confirm the funds were moving and was informed the previous agent hadn't submitted the forms correctly but they'd now been re-submitted and would close in 2 days. 
XX/XX/XXXX - Called back and was referred to a Customer Care representative who stated that there was nothing he could do as the CD was now out of the grace period. He then suggested I go into a branch office to try and resolve it. Logistically, this is a problem and is contrary to what the branch executive told me prior to my calling Customer Service. He then offered to have a member from their Case Management Team would contact me in 48 hrs because he was out of options. 
I have all names and times of my contacts.",Checking or savings account,WELLS FARGO & COMPANY,3
"I signed up to use the services of a company, when I did not receive responses from the company to evidence that they were providing the service, I filed a fraud complaint with Wells Fargo ( XXXX ). My fraud complain was closed. I contacted Wells Fargo and they provided me documentation for the decision to close the fraud case and the documentation that they presented was the original contract that I had with the company. I am not and did not dispute having a relationship with the company, I am disputing the fact that the company did not provide the service that they advertised. I know that they do not guarantee results, but they should be able to provide some form of evidence that they were doing something on my behalf.",Checking or savings account,WELLS FARGO & COMPANY,3
"On wed XX/XX/19 I received a call from a person named XXXX XXXX saying she was the director of operations for for the offices of civil disputes. she stated her affiliated attorney had been trying to reach me ( no contact ever with any attorneys ) and she said i had not responded in the compliance period. she then said her fellow mediation division has been retained has not been able to communicate with me regarding case # XXXX and the rest is basically I better call right away. 
I called and they would not answer any questions or say who the firm was, i finally got out of her that I had a debt and they were going to take me to court to retrieve it. I quickly checked my credit reports and found no such debt. Today I got a call from a local number that when dialed went to this firm who I tricked the person answering into giving me the name. ( XXXX & Weber or Grant and Weber ) ( they are using spoofing phone numbers to trick people, the first call came from Delaware ) when I asked for this XXXX, a man picked up this time and was very rude and made fun of my name numerous times with changing his tone of voice in way to make himself sound effeminate when saying it. He said I had a dept from 7 years ago and they were filing in XXXX county to sue me unless I paid. when i told him over and over I do not have a debt he threatened me with filing a 1099c with the IRS so they audit me for 5 years! 
I know in Florida even if I had such a debt the statute of Limitations is FIVE years so this is in my opinion is bogus and just bad practice in harassing me. attached is a screenshot of the Voicemail she left, i still have the original vm audio too",Debt collection,Grant & Weber,0
"XX/XX/2019 "" XXXX, '' of world finance XXXX XXXX XXXX XXXX XXXX XXXX XXXX, OK XXXX ( XXXX ) XXXX, called for pmt on my loan. I returned her call. She refused to accept less than full payment and said it was company policy to refuse partial payment. I heard this in XX/XX/2019 from another employee. As I could not make full payment then or now and they were refusing partial payment, I went to the Corp website to verify their claims. I was able to submit a partial payment. Then I hear that XXXX called a pending employee twice. Once to garnish my wages ( I haven't started yet ) and again, to verify employment. The debt : {$290.00}, maybe 6/7 weeks ( WEEKS ) in arrears",Debt collection,World Acceptance Corporation,0
"About 30 days ago, my wife put in for a refinance. I put up earnest money for another property because she is refinancing the statute home in her name. The property I am purchasing in my name can not be purchased until the title is clear out of my name. I was told 60 days was standard by Navy Federal, however that seems excessive. Also they cant even give me a hard date so that way I can set a closing days on my new property and Ive called four times and message three times. Please help.

Thank you",Mortgage,NAVY FEDERAL CREDIT UNION,2
"This is a complaint against XXXX XXXX XXXX. The reason for this complaint is that I am a victim of identity theft. I recently learned that my personal information was used to open an account at your company. I did not open or authorize this account, and I therefore request that it be closed immediately. I also request that absolve me of all charges on the account, and that you take all appropriate steps to remove information about this account from my credit files. Enclosed is a copy of my Identity Theft Report supporting my position, and a copy of my credit report showing the fraudulent items related to your company that are the result of identity theft. [ Consumers  should redact information that is unrelated to the dispute with this company. ] Also enclosed is a copy of the FTC Notice to Furnishers of Information, which details your responsibilities as an information furnisher to credit reporting agencies ( CRAs ). As a furnisher, upon receipt of a consumers written request that encloses an Identity Theft Report, you are required to cease furnishing the information resulting from identity theft to any CRA. The Notice also specifies your responsibilities when you receive notice from a CRA, under section 605B of the Fair Credit Reporting Act, that information you provided to the CRA may be the result of identity theft. Those responsibilities include ceasing to provide the inaccurate information to any CRAs and ensuring that you do not attempt to sell or transfer the fraudulent debts to another party for collection.",Debt collection,"EQUIFAX, INC.",0
"Wells Fargo is refusing to pay {$400.00} bonus they advertised because they now claim the qualifying deposits had to be made during each monthly statement period not during each actual month. So for example in my case between XX/XX/XXXX and XX/XX/XXXX, etc ... instead of between XXXX and XX/XX/XXXX, etc ... However, this is not what they advertised. The bonus offer clearly states "" three consecutive months '' ... not monthly statement periods. 

From their website : Within 150 days of account opening, receive a monthly total of {$3000.00} or more in qualifying direct deposits to the checking account opened for this bonus offer for three consecutive months. During this time, your new account balance must be {$1.00} or more. 

I opened my account on XX/XX/XXXX and made {$3000.00} in qualifying direct deposits within 150 days for the consecutive months of XXXX, XXXX & XXXX.",Checking or savings account,WELLS FARGO & COMPANY,3
"XXXX with American Express has been repeatedly calling me to collect a debt that I previously told her I could not pay all at once. She is unwilling to set up a payment plan to pay off the debt and has started calling my family, my wife and my work to try and collect this debt. 

The number she has been calling me from is : ( XXXX ) XXXX",Debt collection,AMERICAN EXPRESS COMPANY,0
"Freedom Mortgage my current loan service will not stop calling my to solicit a refinance to my home. 

I have told them 7 times on a recorded line to add me to the do not call list. I believe they are violating the FTC laws. 

I am confident they will call again.",Mortgage,Freedom Mortgage Company,2
"I have been communicating with Chase customer service staff since late XX/XX/XXXX about suddenly excessive overdraft fees and the timing/placement of the cleared transactions. I also contacted them about the fact that : - despite banking with them well over 25 years and actively using their mobile push and email alerts as a means of managing my account for at least 7 years, all of a sudden the alerts STOPPED coming to my phone around the time the overdrafts were hitting - I wouldn't get email notification until a FULL 24 hours AFTER the overdraft occurred - All of my recent messages sent to Chase about this issue were suspiciously deleted by them less than 30 days after being sent, when their policy is to delete messages of 90 days or older. 

I use the alert system to prompt me to make transfers before the fees hit ( by XXXX XXXX the same day ). I have been using this for YEARS with minimal issue. But since XX/XX/XXXX, the alerts have been nonexistent EXCEPT for AFTER the fees hit and ONLY if I log into the Chase app which by that point, its too late. 

I have requested several courtesy reversals Several times, because its quite obvious that something is going on internally with them as a means of increasing their fee income. They have taken HUNDREDS of dollars in fees since XX/XX/XXXX and I keep getting canned responses and overall indifference about this issue. They take fees causing a bigger negative balance, for which they can collect EVEN MORE fees. Completely predatory. 

As you all know, this behavior has been a decade-long issue with many commercial banks, and have resulted in more than a couple of class actions as a result. 

I have attached screen shots and the recent messages between myself and customer service. These are the only ones I could access since the others were deleted by them from ALL of my accounts.",Checking or savings account,JPMORGAN CHASE & CO.,3
"I have been with comenity bank/ XXXX  credit cards in XXXX Ohio XXXX XX/XX/2015. I have never missed a payment or been late in 4 years 3 months, my credit score changed due to me closing a starter credit card I had and my score dropped some when my account closed, they told me they reviewed my credit report again and the risk services reduced my credit limit based on the information. My score has not changed much since Ive been with them. I have paid 2 cars off and paying on my third vehicle my XXXX XXXX accounts are current. I dont understand how this is justified? They will not give me any answers besides there risk team made that decision.",Credit card or prepaid card,Alliance Data Card Services,1
"Early month of XXXX, we stepped in the market to refinance our rental property. An offer from Amerisave of 2.7 % Interest rate, 15 Years term, got us interested. On XX/XX/2020 we decided to move forward with Amerisave and formally applied through https : //apply.amerisave.com/login with the assistance of an Amerisave Loan Originator. We complied and submitted to Amerisave all request for meeting, documents and informations. Eventually, at the end of intake, as I reviewed the Loan Estimate and Disclosure, they maid us paid the Appraisal Cost of XXXX XXXX which they said will be returned/creditted back upon closing. 

We received another copy of Disclosure and Loan Estimate on XX/XX/XXXX, same information with the initial Disclosure on XX/XX/XXXX. They also made as signed the rate Lock-In Agreement, which is to protect Applicants for any changes in the market. 

On XX/XX/2020, we received another Disclosure with totally different numbers. The interest rate has gone up to 3.25 %, and so as the loan amount from {$120000.00} to {$120000.00}. Everything gone up. They provided us reasons for the change. One is that the type of property is a condo and, not a townhouse. 

I sent out a letter to Amerisave Loan Originator regarding our concern and request. We hoped to update the loan estimate and, eventually, lower the loan amount, but failed to get a satisfactory response, instead, we were asked to either move on or cancel our application. We decided to cancel. 

We believe and feel, that we have been a victim of Bait and Switch. We could have avoided the cost of Appraisal paid to them, if Amerisave reviewed our applications and disclosure properly. This is unfair to us. After we cancelled, I sent an email to Loan Originator, formally cancelling our application and requested a refund of {$470.00} for the cost of Appraisal. We cited our reasons in the letter.. Likewise, a copy of Letter was uploaded to our online application account on XX/XX/2020. Also emailed XXXX of our concern/complain, and attached a copy of cancellation letter and refund request.",Mortgage,AMERISAVE MORTGAGE CORPORATION,2
debt is not owed. I have no proof of debt being owed or correspondence from creditor.,Debt collection,"CCS Financial Services, Inc.",0
"The original creditor is Capital One. 
- The debt collection agency is XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NV XXXX PH : XXXX OR PH : XXXX. 
- The amount listed on the credit bureau reports is {$560.00}. 
- I have attempted to dispute this account minimum of 2x with each individual credit bureau agency ( XXXX XXXX and XXXX ). I have also called XXXX XXXX   directly requesting a validation of the debt. I do not recall this debt at all. 
- When I reviewed my XXXX  report it list date of first delinquency XX/XX/XXXX ; delinquency first reported on XX/XX/XXXX and the date the account was first opened XX/XX/XXXX. How do these dates make valid sense? I am simply requesting an explanation and proof of this debt. 
- When I reviewed my XXXX report is states date placed for collection XX/XX/XXXX. 
- When I reviewed my XXXX credit report it states collection opened on XX/XX/XXXX and the account type is a "" FACTORING COMPANY ''. 
- I have all three copy of copies that support this information above. I have also attempted to contact Capital one - but I was advised to contact the debt collection agency. I have a current capital one credit card holder this is further more I do not understand what account this debt collection agency states that I owe. It is my right to be provided documentation to this aforementioned account. The credit bureaus have stated this account has been verified ; however no means of how this account has been verified to me directly and it is my credit profile that is being effected. I respectfully ask for this account to be validated or removed for all of my credit bureau profiles. I also request proof of when any correspondence was sent to me to discuss this account.",Debt collection,CAPITAL ONE FINANCIAL CORPORATION,0
"I have a loan with XXXX XXXX XXXX XXXX. I have always made my payments on time. For some reason I realized that there was a late payment on my credit report. As you can see, I have always had a stellar payment record with this company. I tried contacting both ( Experian ) and ( XXXX XXXX XXXX XXXX ) with no successful resolution. ( Experian ) only reporting me late. There was definitely an error on their part. I was never 30 days late ( XX/XX/2016 )",Credit card or prepaid card,Experian Information Solutions Inc.,1
